addresses_neighborhood_id,addresses_neighborhood_name,name,created,modified
28,Vallcarca i els Penitents,Biblioteca Jaume Fuster,2005-09-29T13:44:43,2024-11-13T12:41:37.593264
46,el Turó de la Peira,Santuari de Santa Eulàlia de Vilapicina,2004-02-02T13:35:22,2022-09-17T06:10:00.515952
37,el Carmel,Ca n'Andalet,2004-01-07T13:18:00,2024-06-11T15:13:26.221698
3,la Barceloneta,Mercat Barceloneta,1984-12-28T00:00:00,2024-06-14T10:10:08.370597
8,l'Antiga Esquerra de l'Eixample,Mercat Ninot,1984-12-28T00:00:00,2024-10-22T12:36:57.061692
8,l'Antiga Esquerra de l'Eixample,Hospital Clínic i Provincial,1984-05-30T00:00:00,2024-01-30T09:59:32.557603
60,Sant Andreu,Clínica Sant Jordi,1996-09-18T00:00:00,2023-10-03T10:44:39.248508
11,el Poble-sec,Museu Etnològic i de Cultures del Món *Parc Montjuïc,1984-05-30T00:00:00,2024-11-20T13:08:56.333059
39,Sant Genís dels Agudells,Parròquia de Sant Genís dels Agudells,1984-05-30T00:00:00,2022-09-17T03:59:32.481034
25,Sant Gervasi - la Bonanova,Monestir de Santa Maria de Valldonzella,1985-01-17T00:00:00,2022-09-17T04:10:31.954781
31,la Vila de Gràcia,Refugi Antiaeri de la Plaça del Diamant,2000-06-02T00:00:00,2024-01-08T08:49:09.463288
66,el Parc i la Llacuna del Poblenou,Fundació Barcelona Media - Centre d'Innovació,2002-12-21T10:39:26,2023-10-03T10:37:27.348718
20,la Maternitat i Sant Ramon,Palau de Congressos de Catalunya,2000-05-03T00:00:00,2023-10-03T10:08:01.007187
22,"Vallvidrera, el Tibidabo i les Planes",Alberg In-Out - AJ000427,2004-05-13T10:17:56,2022-09-17T06:17:20.155484
31,la Vila de Gràcia,Casa Bonaventura Ferrer,2006-03-27T10:45:09,2022-09-17T06:35:16.067953
72,Sant Martí de Provençals,Associació Sant Martí Eix Comercial,2001-07-03T00:00:00,2024-07-24T14:06:40.965091
13,la Marina de Port,Teatro de los Sentidos,2006-05-12T13:42:20,2021-07-21T10:55:29.069131
7,la Dreta de l'Eixample,"Espai Gaudí: Pis, Golfes i Terrat",1994-12-14T00:00:00,2024-11-18T15:09:27.789506
11,el Poble-sec,Sala El Molino,2007-03-12T14:00:14,2024-10-28T10:14:44.354010
3,la Barceloneta,Centre d'Educació Ambiental La Fàbrica del Sol,1999-04-27T00:00:00,2024-11-19T17:14:26.190827
71,Provençals del Poblenou,Fàbrica de Creació La Escocesa,2001-06-05T00:00:00,2022-01-07T11:58:39.560385
19,les Corts,Centre Cívic Tomasa Cuevas - Les Corts,1999-01-26T00:00:00,2024-06-25T10:52:05.106795
60,Sant Andreu,La plaça d'Orfila,2015-05-26T13:42:48,2021-09-09T02:14:41.625572
22,"Vallvidrera, el Tibidabo i les Planes",El Tibidabo,2015-05-26T16:14:14,2023-02-27T14:38:04.815233
55,Ciutat Meridiana,L'Aqüeducte de Ciutat Meridiana,2015-05-26T17:40:32,2023-09-04T09:06:33.473416
59,el Bon Pastor,El barri del Bon Pastor,2015-05-26T17:56:05,2021-09-09T02:14:57.825093
66,el Parc i la Llacuna del Poblenou,El Campus de Comunicació,2015-05-27T08:36:20,2022-09-09T13:20:18.922739
9,la Nova Esquerra de l'Eixample,Casa Faiol - Casa de la Papallona,1993-04-26T00:00:00,2022-09-17T05:02:34.312070
30,la Salut,Església del Reial Santuari de Sant Josep de la Muntanya,1991-10-10T00:00:00,2021-05-27T16:20:52.196295
19,les Corts,Colònia Castells,2017-02-10T08:53:34,2024-04-11T07:55:12.988953
68,el Poblenou,Espai Subirachs - Poblenou,2017-05-17T14:57:15,2024-04-30T13:40:47.603659
19,les Corts,La plaça de Comas,2017-02-10T09:20:54,2021-09-09T02:16:54.458876
21,Pedralbes,La plaça de la Reina Maria Cristina,2017-02-10T09:28:22,2021-09-09T02:16:57.254898
20,la Maternitat i Sant Ramon,La plaça de Ramon M. Roca i Sastre,2017-02-10T09:43:45,2021-09-09T02:16:56.750738
61,la Sagrera,Pilar d'Aigua de la Sagrera,2017-02-10T12:25:48,2021-09-09T02:17:00.624401
62,el Congrés i els Indians,La Plaça del Rom Cremat,2017-02-10T12:52:07,2021-09-09T02:17:05.622601
60,Sant Andreu,La Plaça del Mercadal,2017-02-10T13:01:16,2021-09-09T03:17:55.435241
31,la Vila de Gràcia,Casa Josep Castelló,2017-02-07T09:42:42,2022-09-17T08:50:49.741447
30,la Salut,Casa Martí Trias i Domènech,2017-02-07T10:18:03,2024-07-02T09:37:18.649423
28,Vallcarca i els Penitents,Casa Rosa Alemany,2017-02-07T10:49:44,2022-09-17T08:50:50.831756
31,la Vila de Gràcia,Casa Serès,2017-02-07T10:58:51,2021-09-09T02:16:05.225606
31,la Vila de Gràcia,Conjunt de Cases al Carrer Francisco Giner,2017-02-07T12:29:04,2022-09-17T08:50:53.616422
20,la Maternitat i Sant Ramon,Masia Torre Rodona - Can Vinyals de la Torre,2013-10-22T17:19:03,2022-09-17T07:58:20.050347
62,el Congrés i els Indians,Ateneu d'Innovació Digital i Democràtica - Canòdrom,2015-12-03T12:45:43,2024-11-19T17:09:15.020790
6,la Sagrada Família,Casa Planells,1990-03-21T00:00:00,2022-09-17T04:43:39.522497
4,"Sant Pere, Santa Caterina i la Ribera",Associació Xarxa de Consum Solidari,1991-04-12T00:00:00,2024-01-10T12:20:36.285368
39,Sant Genís dels Agudells,Museu Palmero Arte,1993-02-15T00:00:00,2024-10-18T11:08:26.266159
4,"Sant Pere, Santa Caterina i la Ribera",Fundació Privada Foto Colectania,2001-06-02T00:00:00,2024-05-02T08:39:06.174660
18,Sants,Cases modernistes del carrer de Sants,2015-07-13T14:11:51,2021-09-09T02:15:39.634108
56,Vallbona,El Rec Comtal,2015-07-14T15:45:15,2024-11-04T11:54:08.017791
1,el Raval,Edifici de l'Antic Hospital de la Santa Creu,1991-03-14T00:00:00,2022-09-17T04:04:44.371763
31,la Vila de Gràcia,Cases Manuel Raventós,2017-02-07T12:59:02,2022-09-17T08:51:08.422090
31,la Vila de Gràcia,Edifici J. Artigas,2017-02-07T13:28:39,2021-09-09T02:16:05.554475
31,la Vila de Gràcia,Habitatge Classicista Providència 79,2017-02-07T16:16:16,2021-09-09T02:16:07.731880
18,Sants,Torre del Rellotge,2017-02-07T16:23:27,2022-09-17T08:51:10.293854
66,el Parc i la Llacuna del Poblenou,La plaça de les Glòries Catalanes,1995-06-02T00:00:00,2021-09-09T02:14:00.671711
45,Porta,Universitat Nacional d'Educació a Distància *Barcelona,2012-04-23T13:59:46,2022-09-17T07:47:49.945293
57,la Trinitat Vella,MUHBA Museu d'Història de Barcelona - Casa de l'Aigua,2011-02-24T12:29:51,2024-11-20T13:26:55.388292
43,Horta,Restaurant Can Cortada,1994-09-20T00:00:00,2022-10-05T14:36:24.695215
60,Sant Andreu,Premsa de Vi de Can Xandri,1995-06-01T00:00:00,2021-09-09T02:13:58.162202
45,Porta,Centre Cívic Can Verdaguer,2013-03-14T14:58:16,2024-11-13T08:47:36.828178
17,Sants - Badal,Club Esportiu Mediterrani *Instal·lació Josep Vallès,1993-10-07T00:00:00,2023-01-20T14:04:53.238414
19,les Corts,Ateneu de Fabricació Digital de Les Corts,2013-07-23T13:44:25,2024-07-19T13:16:11.329586
3,la Barceloneta,Torre de la Catalana de Gas,2015-03-30T14:06:11,2023-04-26T09:03:34.385725
25,Sant Gervasi - la Bonanova,Religioses de la Mare de Déu de la Mercè,1996-08-23T00:00:00,2022-09-17T05:22:58.822051
4,"Sant Pere, Santa Caterina i la Ribera",Parròquia de Santa Maria del Mar - Basílica,1986-04-24T00:00:00,2023-02-16T14:40:09.089422
2,el Barri Gòtic,La Plaça de Sant Jaume,2015-05-19T14:50:26,2024-09-10T16:49:37.541684
22,"Vallvidrera, el Tibidabo i les Planes",Biblioteca Collserola - Josep Miracle,2002-06-27T14:02:44,2024-11-13T12:35:05.724923
41,la Vall d'Hebron,Escultura Mistos,1992-09-15T00:00:00,2023-01-20T14:15:29.202393
22,"Vallvidrera, el Tibidabo i les Planes",Centre Cívic Vallvidrera Vázquez Montalbán,2002-06-27T14:20:06,2024-11-15T08:17:50.717043
35,el Guinardó,Plaça del Nen de la Rutlla,2015-07-03T13:47:23,2021-09-09T02:15:08.080574
1,el Raval,Centre d'Arts Santa Mònica,1988-05-20T00:00:00,2024-11-20T13:57:38.814452
27,el Putxet i el Farró,Centre Cívic  Vil·la Urània,2007-03-27T12:04:36,2024-06-25T11:55:23.286746
60,Sant Andreu,Cooperativa La Guardiola Familiar,2017-02-09T13:15:26,2021-09-09T02:16:40.533015
70,el Besòs i el Maresme,Museu de Ciències Naturals de Barcelona,2004-06-10T12:18:43,2024-11-19T17:29:50.573931
24,les Tres Torres,Centre Educatiu Santa Teresa - Ganduxer,1985-05-31T00:00:00,2024-11-14T10:55:48.908000
54,Torre Baró,Castell de Torre Baró,1989-10-04T00:00:00,2024-06-25T14:52:33.233991
30,la Salut,Club Natació Catalunya,1984-05-30T00:00:00,2023-03-09T15:22:42.270836
11,el Poble-sec,Castell de Montjuïc,1999-03-18T00:00:00,2024-09-10T14:11:13.878419
33,el Baix Guinardó,Casa de les Altures,1994-12-02T00:00:00,2023-01-20T14:04:52.543351
19,les Corts,Centre Comercial L'Illa Diagonal,1993-11-04T00:00:00,2023-02-15T12:38:18.286970
19,les Corts,Els Edificis Trade,1993-11-10T00:00:00,2022-09-17T05:06:10.939364
55,Ciutat Meridiana,Mercat Núria,2022-07-12T14:09:27.020724,2023-06-16T10:56:24.284880
7,la Dreta de l'Eixample,Jardins del Rector Oliveras,2003-05-13T13:56:48,2024-09-25T12:50:10.721139
2,el Barri Gòtic,Plaça de la Mercè,2022-09-01T14:32:58.654841,2024-09-09T17:26:58.240400
3,la Barceloneta,Edifici Gas Natural,2008-03-20T09:42:45,2021-09-09T02:14:13.758368
1,el Raval,Casa Almirall,2015-07-08T17:02:33,2021-09-09T02:15:30.763963
31,la Vila de Gràcia,Plaça de les Dones del 36,2015-07-09T10:00:19,2021-09-09T02:15:35.963238
30,la Salut,Casa Vilaró,1996-03-06T00:00:00,2023-01-20T12:58:51.659438
60,Sant Andreu,Molí de Sant Andreu - Rec Comtal,2017-07-19T10:16:46,2021-09-09T02:17:23.320437
22,"Vallvidrera, el Tibidabo i les Planes",La Mina Grott,2017-02-09T12:15:33,2021-04-23T09:46:15.008965
22,"Vallvidrera, el Tibidabo i les Planes",Pavelló de Ràdio Barcelona al Parc d'Atraccions del Tibidabo,2017-02-09T13:28:02,2021-04-23T09:48:30.785234
25,Sant Gervasi - la Bonanova,Torre d'Ignacio Portabella,2017-02-09T14:29:57,2022-09-17T08:52:27.429150
19,les Corts,El Jardí Vertical,2017-02-09T16:16:27,2021-09-09T02:16:49.968187
21,Pedralbes,Torre de Santa Caterina,2017-02-10T10:37:05,2021-09-09T02:17:02.943058
28,Vallcarca i els Penitents,Edifici Modernista Avinguda República Argentina 28,2017-02-07T13:35:21,2022-09-17T08:51:08.477061
31,la Vila de Gràcia,El carrer de Bonavista,2017-02-07T14:05:31,2021-09-09T02:16:06.314600
31,la Vila de Gràcia,El Vapor Nou,2017-02-07T14:17:35,2022-10-11T10:48:13.912906
30,la Salut,Kasa de la Muntanya (KM),2017-02-07T16:42:26,2021-09-09T02:16:08.474327
13,la Marina de Port,Àntiga Fàbrica de Làmpades Z,2017-02-07T16:57:34,2024-04-05T11:09:05.220098
60,Sant Andreu,Les Carasses,2015-07-02T14:49:03,2022-09-17T08:21:49.333554
18,Sants,La Lleialtat Santsenca,2017-02-07T17:18:32,2024-06-25T09:54:43.690435
32,el Camp d'en Grassot i Gràcia Nova,Casa Josep Barnoles - La del Mico i el Gos,2017-02-07T17:20:39,2022-09-17T08:51:19.908923
31,la Vila de Gràcia,La rambla del Prat,2017-02-07T17:38:47,2021-09-09T02:16:08.314605
31,la Vila de Gràcia,Masoveria de la Virreina,2017-02-08T08:37:12,2021-09-09T02:16:11.824037
25,Sant Gervasi - la Bonanova,Torre Castanyer,2017-02-09T14:01:47,2022-09-17T08:52:23.066141
20,la Maternitat i Sant Ramon,El passatge de Xile,2017-02-09T16:44:07,2021-09-09T02:16:52.358916
21,Pedralbes,Els Jardins d'Eusebi Güell,2017-02-09T16:56:42,2021-09-09T02:16:50.363148
21,Pedralbes,Casa Bartomeu,2015-07-21T10:58:17,2022-09-17T08:24:08.508879
60,Sant Andreu,Associació Eix Comercial de Sant Andreu,2017-04-18T15:45:34,2024-04-08T14:24:34.757711
3,la Barceloneta,Platja de Sant Sebastià,1989-06-30T00:00:00,2023-05-02T09:15:43.081243
67,la Vila Olímpica del Poblenou,Platja de la Nova Icària,1989-06-30T00:00:00,2024-09-09T17:31:43.871519
62,el Congrés i els Indians,Masia Ca l'Armera,2017-11-06T10:21:42,2022-09-17T09:08:48.481853
21,Pedralbes,Parròquia de Maria Reina,1984-05-30T00:00:00,2023-10-02T17:34:47.104997
15,Hostafrancs,"Xemeneia de l'antiga Fábrica ""La Porcelana""",2017-02-08T09:07:47,2022-09-17T08:51:31.759006
31,la Vila de Gràcia,La plaça del Raspall,2017-02-08T09:30:21,2021-09-09T02:16:13.443863
11,el Poble-sec,La Plaça del Setge de 1714,2017-02-08T11:26:29,2021-09-09T02:16:17.906272
29,el Coll,Torre de Sant Jordi,2017-02-08T11:57:50,2022-09-17T08:51:38.717430
29,el Coll,Villa Conchita o Casa dels Metges,2017-02-08T12:15:04,2022-09-17T08:51:39.080577
25,Sant Gervasi - la Bonanova,Carrer Sant Gervasi de Cassoles,2017-02-08T13:45:16,2021-09-09T02:16:22.426339
60,Sant Andreu,Casernes d'Artilleria  de Sant Andreu,2017-02-09T11:45:27,2021-09-09T02:16:31.835659
31,la Vila de Gràcia,Mercat Llibertat,1985-01-17T00:00:00,2024-06-11T09:54:18.529828
27,el Putxet i el Farró,Passatge de Sant Felip,2017-02-09T13:40:12,2021-09-09T02:16:43.509207
26,Sant Gervasi - Galvany,La plaça Molina,2017-02-09T13:47:11,2021-09-09T02:16:43.971796
31,la Vila de Gràcia,Centre Educatiu Vedruna Gràcia Barcelona,1989-07-18T00:00:00,2023-02-02T11:54:33.213816
2,el Barri Gòtic,Museu Frederic Marès,1984-05-30T00:00:00,2024-11-20T12:32:50.433495
64,el Camp de l'Arpa del Clot,Educa +,2017-04-03T16:54:23,2021-09-09T03:19:24.229152
31,la Vila de Gràcia,Edifici Modernista Francisco Giner 47,2017-02-07T13:40:26,2022-09-17T08:51:09.577148
31,la Vila de Gràcia,Edifici d'Habitatges Gran de Gràcia 138,2017-02-07T13:56:21,2022-09-17T08:51:08.418956
30,la Salut,Ermita de la Mare de Déu de la Salut,2017-02-07T14:24:48,2021-09-09T02:16:06.755810
31,la Vila de Gràcia,Fàbrica Artés,2017-02-07T15:54:32,2021-09-09T02:16:08.730954
26,Sant Gervasi - Galvany,La plaça de Gal·la Placídia,2017-02-07T16:10:04,2021-09-09T02:16:09.668750
11,el Poble-sec,Espai Bombers Parc de la Prevenció de Barcelona,2016-11-15T12:52:43,2024-09-10T14:04:27.156195
2,el Barri Gòtic,Casa Fàbrica Güell-Ramis,2017-01-27T13:15:08,2021-09-09T02:15:47.841411
4,"Sant Pere, Santa Caterina i la Ribera",Casa Parés,2017-01-27T13:23:46,2021-09-09T02:15:47.531152
35,el Guinardó,Sant Pau Recinte Modernista,1984-12-10T00:00:00,2024-11-19T17:36:59.682609
7,la Dreta de l'Eixample,Palau del Baró de Quadras,1984-12-10T00:00:00,2024-09-19T18:34:54.190070
11,el Poble-sec,L'Anella Olímpica,2015-05-26T16:18:44,2021-09-09T02:14:48.956151
21,Pedralbes,La Zona Universitària,2015-05-26T16:24:20,2021-09-09T02:14:52.167482
21,Pedralbes,"El Campus Nord, Ciutat Universitària",2015-05-26T17:18:48,2023-03-13T11:41:34.698423
66,el Parc i la Llacuna del Poblenou,Edifici MediaTIC,2015-05-27T08:29:52,2023-11-06T10:17:38.370561
60,Sant Andreu,Seu del Districte de Sant Andreu,1988-02-29T00:00:00,2024-02-02T11:05:58.283055
24,les Tres Torres,Bar Mestres,2015-09-09T13:37:32,2022-09-17T08:27:09.508896
11,el Poble-sec,Institut del Teatre,1987-05-22T00:00:00,2023-02-16T11:21:10.228229
1,el Raval,Monument a Cristòfol Colom,1985-03-25T00:00:00,2023-02-16T14:30:35.820427
32,el Camp d'en Grassot i Gràcia Nova,Escultura Josep Anselm Clavé,1985-03-25T00:00:00,2023-01-20T13:03:34.247212
7,la Dreta de l'Eixample,Casa Granell *Girona,2015-07-07T11:23:37,2022-09-17T08:22:02.350788
60,Sant Andreu,"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",1985-02-19T00:00:00,2024-11-06T09:59:05.105480
23,Sarrià,Sarrià,2015-05-25T16:39:34,2021-09-09T02:14:26.465284
31,la Vila de Gràcia,Escultura Colles Sant Medir,1985-04-09T00:00:00,2023-01-20T13:03:32.091642
3,la Barceloneta,Platja de l'Espigó del Gas,2024-09-10T13:49:24.910899,2024-09-22T13:22:21.109945
23,Sarrià,Mercat Sarrià,1984-12-28T00:00:00,2024-10-23T09:21:43.248551
32,el Camp d'en Grassot i Gràcia Nova,Mercat Abaceria Central,1984-12-28T00:00:00,2024-10-24T13:37:49.826289
25,Sant Gervasi - la Bonanova,Cementiri Sant Gervasi,1985-03-28T00:00:00,2023-10-24T09:06:21.795779
43,Horta,Cementiri d'Horta,1985-03-28T00:00:00,2024-10-24T12:38:50.584995
20,la Maternitat i Sant Ramon,Parròquia de Sant Ramon Nonat,1984-05-30T00:00:00,2022-09-17T03:49:26.536178
31,la Vila de Gràcia,Edifici d'habitatges Gran de Gràcia 67,2017-02-06T12:17:34,2021-09-09T02:15:55.660557
24,les Tres Torres,Casa Sant Felip Neri,2017-01-13T14:32:18,2022-09-17T08:49:31.170043
60,Sant Andreu,Antiga Biblioteca Pública de Sant Andreu de Palomar,2017-02-08T14:21:10,2022-09-17T08:51:48.165325
60,Sant Andreu,L'Aqüeducte Palombarum,2017-02-08T14:29:51,2021-09-09T02:16:23.651946
21,Pedralbes,Antic Monòlit Dedicat a la Legión Condor,2017-02-08T14:59:13,2021-09-09T03:15:27.947725
60,Sant Andreu,Cansaladeria Puig,2017-02-09T09:52:07,2021-09-09T02:16:34.671644
27,el Putxet i el Farró,"L'antic Putxet. Els carrers Manacor, Cadis i Putxet",2017-02-09T11:51:15,2021-09-09T02:16:33.572219
31,la Vila de Gràcia,La plaça de John Lennon,2017-02-08T09:12:22,2021-09-09T02:16:13.072428
31,la Vila de Gràcia,La plaça de Nicolás Salmerón,2017-02-08T09:22:16,2021-09-09T02:16:14.760247
11,el Poble-sec,La Pedrera Romana,2017-02-08T11:45:32,2021-09-09T02:16:27.163054
31,la Vila de Gràcia,Torre de l'Aigua,2017-02-08T11:54:11,2021-09-09T02:16:20.717530
13,la Marina de Port,El barri Plus Ultra,2017-02-08T12:42:55,2021-09-09T02:16:23.548121
13,la Marina de Port,Esplai Tr3smon,2018-04-18T16:40:07,2024-02-22T10:38:03.805325
3,la Barceloneta,Hotel W Barcelona - HB-004411 *Edifici Vela,2009-07-29T10:33:54,2024-05-09T09:22:30.221261
7,la Dreta de l'Eixample,Casa Terradas - Casa de les Punxes,1984-12-10T00:00:00,2024-06-13T10:59:36.675587
40,Montbau,Residència Assistida per a Gent Gran Llars Mundet,1986-04-24T00:00:00,2024-04-18T11:44:19.579423
22,"Vallvidrera, el Tibidabo i les Planes",Observatori Fabra,1986-03-18T00:00:00,2024-11-19T17:33:49.069345
41,la Vall d'Hebron,Centre Educatiu CETT,1996-09-18T00:00:00,2023-10-03T10:39:18.887106
1,el Raval,Museu d'Art Contemporani de Barcelona,1994-12-20T00:00:00,2024-11-19T17:29:39.704839
1,el Raval,La Rambla del Raval,2015-07-02T13:10:09,2024-09-10T12:36:37.755229
60,Sant Andreu,Xemeneia de Can Galta Cremat,2015-07-02T14:33:42,2021-09-09T02:15:02.223649
46,el Turó de la Peira,Ca l'Artés,2015-07-03T12:25:56,2021-09-09T02:15:04.666750
66,el Parc i la Llacuna del Poblenou,IL3 Institut de Formació Contínua - Universitat de Barcelona,1993-02-08T00:00:00,2022-09-17T05:00:32.117803
29,el Coll,Centre Cívic El Coll - La Bruguera,1992-05-06T00:00:00,2024-11-13T09:11:05.564278
6,la Sagrada Família,Antiga Fàbrica Estrella Damm,1996-09-18T00:00:00,2024-09-10T12:19:41.157103
60,Sant Andreu,Mercat Sant Andreu,1985-01-17T00:00:00,2024-06-12T08:52:39.784640
48,la Guineueta,Escultura Pi i Margall-La República,1990-07-13T00:00:00,2023-01-20T14:10:21.820711
69,Diagonal Mar i el Front Marítim del Poblenou,Platja de la Mar Bella,1989-06-30T00:00:00,2024-08-20T09:40:11.086923
7,la Dreta de l'Eixample,Casa Comalat,2000-12-19T00:00:00,2023-01-20T14:11:02.325904
7,la Dreta de l'Eixample,Mercat Concepció,1984-12-28T00:00:00,2024-10-22T12:30:17.398544
31,la Vila de Gràcia,Fundació Orfeó Gracienc,1985-02-07T00:00:00,2024-10-07T09:17:49.256179
31,la Vila de Gràcia,Parròquia de Sant Joan de Gràcia,1984-05-30T00:00:00,2022-09-17T03:53:16.797469
10,Sant Antoni,Mercat Sant Antoni,1990-06-25T00:00:00,2024-10-22T12:41:27.242525
19,les Corts,Mercat Les Corts,1984-12-28T00:00:00,2024-10-22T12:50:25.673884
28,Vallcarca i els Penitents,Residència Assistencial per a Gent Gran Refugi d'Obreres,1996-09-18T00:00:00,2024-04-11T12:58:23.615619
31,la Vila de Gràcia,Església de Nostra Senyora de Pompeia,1985-01-15T00:00:00,2022-09-17T04:09:26.578068
19,les Corts,Centre Cívic Can Deu,1986-12-09T00:00:00,2024-11-14T09:41:35.680129
12,la Marina del Prat Vermell,Escola d'Aprenents SEAT,1985-05-31T00:00:00,2022-09-17T04:02:54.481066
39,Sant Genís dels Agudells,Edifici Patronat Ribas,2004-11-04T13:14:27,2022-09-17T06:20:36.054449
1,el Raval,Reial Acadèmia de Ciències i Arts de Barcelona,1987-05-14T00:00:00,2024-11-19T17:36:28.991061
66,el Parc i la Llacuna del Poblenou,Hospital Evangèlic,1996-09-18T00:00:00,2024-11-13T14:09:21.782207
29,el Coll,Finca Sansalvador,2005-01-25T16:46:05,2022-10-05T14:51:17.852992
69,Diagonal Mar i el Front Marítim del Poblenou,Centre de Convencions Internacional de Barcelona,2003-07-22T08:33:08,2021-11-08T09:51:32.088057
7,la Dreta de l'Eixample,Casa Lamadrid,1993-05-17T00:00:00,2022-09-17T05:03:36.618954
61,la Sagrera,Fàbrica de Creació Nau Ivanow,1998-06-06T00:00:00,2022-06-28T13:45:14.807699
1,el Raval,Palau de la Virreina,1984-12-07T00:00:00,2023-09-21T12:16:51.713190
23,Sarrià,Fundació Universitaria Agustí Pedro Pons,1985-01-21T00:00:00,2022-09-17T03:54:18.126712
7,la Dreta de l'Eixample,OikoCrèdit Catalunya,2001-11-06T00:00:00,2024-01-29T16:46:42.223372
7,la Dreta de l'Eixample,Palau Macaya,1986-02-17T00:00:00,2022-09-17T03:56:39.303616
31,la Vila de Gràcia,Mooby Bosque Multicines,1984-05-30T00:00:00,2023-06-12T08:35:24.349557
21,Pedralbes,Col·legi de Censors Jurats de Comptes de Catalunya,1990-06-22T00:00:00,2023-02-13T18:35:04.805804
4,"Sant Pere, Santa Caterina i la Ribera",Castell dels Tres Dragons,2004-06-10T13:45:08,2024-11-19T17:29:58.538996
42,la Clota,Torre Jussana - Centre de Serveis a les Associacions,1987-09-28T00:00:00,2024-11-04T14:32:11.347792
22,"Vallvidrera, el Tibidabo i les Planes",MUHBA Museu d'Història de Barcelona - Vil·la Joana,1984-05-30T00:00:00,2024-11-20T13:55:58.708657
7,la Dreta de l'Eixample,Palau Montaner,1987-02-20T00:00:00,2022-09-17T04:29:12.183232
68,el Poblenou,Hotel Melia Barcelona Sky - HB-004358,2003-10-20T09:49:42,2021-03-03T22:16:02.833809
31,la Vila de Gràcia,Sala Lliure de Gràcia,2010-08-30T00:00:00,2022-09-17T07:25:38.178360
60,Sant Andreu,Sant Andreu Teatre,1996-09-18T00:00:00,2024-11-04T14:33:20.819875
25,Sant Gervasi - la Bonanova,Restaurant Bonanova,1996-09-18T00:00:00,2023-10-03T10:41:43.101793
20,la Maternitat i Sant Ramon,Fundació Suñol,2007-02-28T14:12:18,2024-11-15T13:28:59.343957
22,"Vallvidrera, el Tibidabo i les Planes",El Passeig de les Aigües,2015-06-30T17:31:07,2021-09-09T02:15:01.830010
